region,fiscal_year,value,agent,method,suburb
South-Eastern Metropolitan,2017,616000,O'Brien,S,Endeavour Hills
Northern Metropolitan,2017,600000,Ray,S,Epping
Northern Metropolitan,2017,480200,RW,SP,Epping
Northern Metropolitan,2017,610000,hockingstuart,S,Epping
Northern Metropolitan,2017,865000,hockingstuart,S,Epping
Northern Metropolitan,2017,606000,Love,S,Epping
Western Metropolitan,2017,525000,Nelson,SA,Essendon
Western Metropolitan,2017,1731000,Barry,S,Essendon
Western Metropolitan,2017,906500,Brad,S,Essendon
Western Metropolitan,2017,1910000,Pagan,S,Essendon
Western Metropolitan,2017,1450000,Nelson,VB,Essendon
Western Metropolitan,2017,500000,Brad,PI,Essendon
Western Metropolitan,2017,2000000,McDonald,PI,Essendon
Western Metropolitan,2017,1890000,Walshe,S,Essendon
Western Metropolitan,2017,422000,Barry,SP,Essendon North
Western Metropolitan,2017,390000,Brad,VB,Essendon North
Western Metropolitan,2017,238000,Nelson,S,Essendon North
Western Victoria,2017,700000,Purplebricks,SP,Eynesbury
Northern Metropolitan,2017,600000,Jellis,PI,Fawkner
Northern Metropolitan,2017,971000,Brad,SP,Fawkner
Northern Metropolitan,2017,642000,Brad,S,Fawkner
Northern Metropolitan,2017,812000,hockingstuart,S,Fawkner
Eastern Metropolitan,2017,750000,Schroeder,PI,Ferntree Gully
Eastern Metropolitan,2017,690000,iTRAK,S,Ferntree Gully
Northern Metropolitan,2017,1300000,Nelson,S,Fitzroy
Northern Metropolitan,2017,1450000,Collins,S,Fitzroy North
Northern Metropolitan,2017,1520000,Nelson,S,Flemington
Northern Metropolitan,2017,740000,Nelson,VB,Flemington
Northern Metropolitan,2017,300000,Nelson,S,Flemington
Northern Metropolitan,2017,905000,Nelson,S,Flemington
Northern Metropolitan,2017,1400000,Nelson,VB,Flemington
Western Metropolitan,2017,306000,Sweeney,S,Footscray
Western Metropolitan,2017,647000,Sweeney,S,Footscray
Western Metropolitan,2017,935000,Jas,S,Footscray
Western Metropolitan,2017,1560000,Village,S,Footscray
Western Metropolitan,2017,660000,Barry,S,Footscray
Western Metropolitan,2017,1005000,Jas,S,Footscray
Eastern Metropolitan,2017,1220000,Ray,S,Forest Hill
Eastern Metropolitan,2017,1253000,Fletchers,S,Forest Hill
Eastern Metropolitan,2017,1620000,Ray,S,Forest Hill
Eastern Metropolitan,2017,1057500,McGrath,S,Forest Hill
South-Eastern Metropolitan,2017,636000,Barry,S,Frankston
South-Eastern Metropolitan,2017,415000,Community,S,Frankston
South-Eastern Metropolitan,2017,426000,Community,S,Frankston
Eastern Victoria,2017,485000,hockingstuart,VB,Frankston North
South-Eastern Metropolitan,2017,1000000,hockingstuart,S,Frankston South
South-Eastern Metropolitan,2017,890000,O'Brien,PI,Frankston South
South-Eastern Metropolitan,2017,1032000,O'Brien,S,Frankston South
Southern Metropolitan,2017,337000,Gary,S,Gardenvale
Northern Victoria,2017,1350000,RT,SA,Gisborne South
Western Metropolitan,2017,650000,Brad,PI,Gladstone Park
Southern Metropolitan,2017,390000,Marshall,S,Glen Huntly
Southern Metropolitan,2017,1900000,hockingstuart,S,Glen Iris
Southern Metropolitan,2017,3600000,Jellis,S,Glen Iris
Southern Metropolitan,2017,665500,Upside,SP,Glen Iris
Southern Metropolitan,2017,1810000,OBrien,S,Glen Iris
Southern Metropolitan,2017,1100000,Thomson,VB,Glen Iris
Southern Metropolitan,2017,1427000,Jellis,S,Glen Iris
Eastern Metropolitan,2017,1760000,Barry,PI,Glen Waverley
Eastern Metropolitan,2017,1863000,Noel,PI,Glen Waverley
Eastern Metropolitan,2017,1002000,Philip,S,Glen Waverley
Eastern Metropolitan,2017,1270100,Harcourts,SP,Glen Waverley
Eastern Metropolitan,2017,1801001,Barry,S,Glen Waverley
Northern Metropolitan,2017,600000,Brad,SP,Glenroy
Northern Metropolitan,2017,750000,Barry,VB,Glenroy
Northern Metropolitan,2017,667000,Barry,S,Glenroy
Northern Metropolitan,2017,720000,Brad,S,Glenroy
Northern Metropolitan,2017,375000,Stockdale,S,Glenroy
Northern Metropolitan,2017,770000,Barry,S,Glenroy
Northern Metropolitan,2017,556000,YPA,S,Glenroy
Northern Metropolitan,2017,525000,Eview,SP,Glenroy
Northern Metropolitan,2017,720000,Stockdale,SP,Glenroy
Northern Metropolitan,2017,939000,Barry,S,Glenroy
Northern Metropolitan,2017,750000,Stockdale,VB,Glenroy
Northern Metropolitan,2017,725000,Stockdale,VB,Glenroy
Northern Metropolitan,2017,825000,Stockdale,VB,Glenroy
Northern Metropolitan,2017,727000,Fletchers,SP,Greensborough
Northern Metropolitan,2017,860000,Barry,S,Greensborough
Northern Metropolitan,2017,960000,Barry,S,Greensborough
Northern Metropolitan,2017,817500,RT,S,Greensborough
Northern Metropolitan,2017,665000,Nelson,S,Greensborough
Northern Metropolitan,2017,706000,Fletchers,SP,Greensborough
Northern Metropolitan,2017,905000,Morrison,S,Greensborough
Northern Metropolitan,2017,472000,YPA,S,Greenvale
Northern Metropolitan,2017,741000,LJ,PI,Greenvale
Northern Metropolitan,2017,840000,Nelson,S,Hadfield
Southern Metropolitan,2017,855500,Buxton,SP,Hampton
Southern Metropolitan,2017,2000000,Buxton,S,Hampton
Southern Metropolitan,2017,540000,Buxton,S,Hampton East
Southern Metropolitan,2017,1050000,Buxton,VB,Hampton East
Southern Metropolitan,2017,683000,Jellis,S,Hawthorn
Southern Metropolitan,2017,3200000,Marshall,VB,Hawthorn
Southern Metropolitan,2017,380000,Jellis,VB,Hawthorn
Southern Metropolitan,2017,630000,Marshall,S,Hawthorn
Southern Metropolitan,2017,595000,Noel,S,Hawthorn East
Southern Metropolitan,2017,633000,Marshall,S,Hawthorn East
Southern Metropolitan,2017,642100,Fletchers,SP,Hawthorn East
Southern Metropolitan,2017,1600000,Jellis,VB,Hawthorn East
Southern Metropolitan,2017,3250000,Jellis,VB,Hawthorn East
Southern Metropolitan,2017,1450000,Marshall,VB,Hawthorn East
Eastern Metropolitan,2017,774000,Fletchers,SP,Heathmont
Eastern Metropolitan,2017,1290000,Barry,SP,Heathmont
Eastern Metropolitan,2017,971000,Fletchers,S,Heathmont
Eastern Metropolitan,2017,1470000,Miles,VB,Heidelberg
Eastern Metropolitan,2017,648500,Miles,S,Heidelberg
Eastern Metropolitan,2017,1395000,Miles,VB,Heidelberg
Eastern Metropolitan,2017,1010000,Noel,S,Heidelberg
Eastern Metropolitan,2017,1032000,Miles,SP,Heidelberg Heights
Eastern Metropolitan,2017,780000,Nelson,VB,Heidelberg Heights
Eastern Metropolitan,2017,1190000,Miles,S,Heidelberg Heights
Eastern Metropolitan,2017,568000,Miles,S,Heidelberg Heights
Eastern Metropolitan,2017,700000,Fletchers,VB,Heidelberg Heights
Eastern Metropolitan,2017,752000,Miles,S,Heidelberg West
Eastern Metropolitan,2017,800000,Fletchers,VB,Heidelberg West
Southern Metropolitan,2017,1570000,Buxton,PI,Highett
Southern Metropolitan,2017,1268000,Charlton,S,Highett
Western Metropolitan,2017,685000,Barry,SP,Hillside
Western Metropolitan,2017,630000,Sweeney,SP,Hillside
Western Metropolitan,2017,767000,Barry,S,Hillside
Western Metropolitan,2017,752000,hockingstuart,S,Hoppers Crossing
Western Metropolitan,2017,542500,Ray,S,Hoppers Crossing
Western Metropolitan,2017,441000,hockingstuart,S,Hoppers Crossing
Southern Metropolitan,2017,750000,Woodards,S,Hughesdale
Eastern Metropolitan,2017,880000,Miles,S,Ivanhoe
Eastern Metropolitan,2017,2320000,Miles,S,Ivanhoe
Western Metropolitan,2017,632500,Brad,S,Kealba
Western Metropolitan,2017,731000,Barry,S,Keilor Downs
Western Metropolitan,2017,671000,Nelson,S,Keilor Downs
Western Metropolitan,2017,850000,Nelson,SP,Keilor East
Western Metropolitan,2017,650000,Nelson,VB,Keilor East
Northern Metropolitan,2017,450000,Jellis,S,Kensington
Northern Metropolitan,2017,915000,Nelson,S,Kensington
Northern Metropolitan,2017,1550000,Nelson,S,Kensington
Southern Metropolitan,2017,2900000,Jellis,VB,Kew
Southern Metropolitan,2017,1290000,Purplebricks,S,Kew
Southern Metropolitan,2017,2015000,Nelson,S,Kew
Southern Metropolitan,2017,1900000,Marshall,VB,Kew
Eastern Metropolitan,2017,680000,Schroeder,PI,Kilsyth
Western Metropolitan,2017,450000,Barry,SP,Kings Park
Western Metropolitan,2017,480000,YPA,PI,Kings Park
Northern Metropolitan,2017,675000,Barry,S,Kingsbury
Northern Victoria,2017,355000,Eric,SP,Kurunjang
Northern Metropolitan,2017,710000,HAR,S,Lalor
Northern Metropolitan,2017,666000,Love,S,Lalor
Northern Metropolitan,2017,1341000,Darren,S,MacLeod
Northern Metropolitan,2017,695000,Barry,S,MacLeod
Western Metropolitan,2017,1111000,Jas,S,Maidstone
Western Metropolitan,2017,630000,Burnham,PI,Maidstone
Western Metropolitan,2017,708000,Biggin,S,Maidstone
Western Metropolitan,2017,421500,Biggin,S,Maidstone
Western Metropolitan,2017,950000,Nguyen,VB,Maidstone
Southern Metropolitan,2017,2610000,Jellis,S,Malvern
Southern Metropolitan,2017,2790000,Marshall,S,Malvern
Southern Metropolitan,2017,1400000,Barry,PI,Malvern East
Southern Metropolitan,2017,4500000,Marshall,VB,Malvern East
Southern Metropolitan,2017,3350000,Jellis,PI,Malvern East
Southern Metropolitan,2017,1667000,Marshall,S,Malvern East
Southern Metropolitan,2017,2400000,Jellis,VB,Malvern East
Southern Metropolitan,2017,1400000,Jellis,PI,Malvern East
Southern Metropolitan,2017,2765000,RT,S,Malvern East
Western Metropolitan,2017,585000,Purplebricks,S,Maribyrnong
Western Metropolitan,2017,845000,Nelson,S,Maribyrnong
Western Metropolitan,2017,495000,Nelson,S,Maribyrnong
Western Metropolitan,2017,1165000,GL,PI,Maribyrnong
Western Metropolitan,2017,400000,Woodards,S,Maribyrnong
Northern Metropolitan,2017,545000,YPA,S,Meadow Heights
Northern Metropolitan,2017,575000,Woodards,S,Melbourne
Northern Metropolitan,2017,1180000,Hodges,S,Melbourne
Northern Metropolitan,2017,910000,Biggin,PI,Melbourne
Northern Metropolitan,2017,1660000,Marshall,S,Melbourne
Northern Metropolitan,2017,480000,LJ,VB,Melbourne
Western Victoria,2017,385000,PRDNationwide,SP,Melton
Western Victoria,2017,451000,HAR,S,Melton South
Western Victoria,2017,386000,Reliance,S,Melton South
Western Victoria,2017,425000,hockingstuart,S,Melton South
Western Victoria,2017,476000,hockingstuart,S,Melton South
Western Victoria,2017,370000,Raine,S,Melton South
Northern Victoria,2017,484000,PRDNationwide,S,Melton West
Northern Victoria,2017,413000,Ray,S,Melton West
South-Eastern Metropolitan,2017,600000,O'Brien,PI,Mentone
South-Eastern Metropolitan,2017,1125000,Obrien,PI,Mentone
South-Eastern Metropolitan,2017,780000,hockingstuart,S,Mentone
Northern Metropolitan,2017,605000,Millership,S,Mernda
Northern Metropolitan,2017,705000,HAR,S,Mernda
Northern Metropolitan,2017,555000,HAR,S,Mernda
Northern Metropolitan,2017,640000,The,PI,Mill Park
Northern Metropolitan,2017,665000,HAR,S,Mill Park
Northern Metropolitan,2017,660000,Barry,S,Mill Park
Northern Metropolitan,2017,675000,Ray,S,Mill Park
Northern Metropolitan,2017,800000,Ray,S,Mill Park
Northern Metropolitan,2017,800000,Ray,S,Mill Park
Eastern Metropolitan,2017,1070000,hockingstuart,S,Mitcham
Eastern Metropolitan,2017,862000,McGrath,S,Mitcham
Eastern Metropolitan,2017,985000,Jellis,S,Mitcham
Eastern Metropolitan,2017,1050000,McGrath,S,Mitcham
Eastern Metropolitan,2017,1050000,Nelson,S,Mont Albert
Eastern Metropolitan,2017,3680000,Marshall,PI,Mont Albert
Eastern Metropolitan,2017,691000,Purplebricks,SP,Montmorency
Western Metropolitan,2017,1310000,Nelson,S,Moonee Ponds
Western Metropolitan,2017,902000,Nelson,PI,Moonee Ponds
Western Metropolitan,2017,1610000,Brad,S,Moonee Ponds
Western Metropolitan,2017,1353000,Raine,S,Moonee Ponds
Western Metropolitan,2017,1150000,Nelson,S,Moonee Ponds
Western Metropolitan,2017,1780000,Jellis,S,Moonee Ponds
Southern Metropolitan,2017,1410000,Jellis,S,Moorabbin
Eastern Victoria,2017,735000,McGrath,S,Mooroolbark
Eastern Victoria,2017,915000,Fletchers,S,Mooroolbark
Eastern Victoria,2017,740000,Fletchers,S,Mooroolbark
South-Eastern Metropolitan,2017,1480000,Buxton,S,Mordialloc
South-Eastern Metropolitan,2017,1120000,Buxton,S,Mordialloc
South-Eastern Metropolitan,2017,801000,hockingstuart,S,Mordialloc
Eastern Metropolitan,2017,1400000,Barry,S,Mount Waverley
Eastern Metropolitan,2017,610000,Stockdale,PI,Mount Waverley
Eastern Metropolitan,2017,1115000,Ray,S,Mount Waverley
Eastern Metropolitan,2017,980000,Barry,S,Mount Waverley
South-Eastern Metropolitan,2017,960000,Win,S,Mulgrave
South-Eastern Metropolitan,2017,978000,Leaders,S,Mulgrave
South-Eastern Metropolitan,2017,960000,Win,S,Mulgrave
South-Eastern Metropolitan,2017,925000,Barry,S,Mulgrave
Southern Metropolitan,2017,330000,Woodards,S,Murrumbeena
Southern Metropolitan,2017,1425000,Buxton,S,Murrumbeena
Western Metropolitan,2017,900000,Williams,PI,Newport
Western Metropolitan,2017,485000,Village,SP,Newport
Western Metropolitan,2017,970000,Barry,S,Niddrie
Western Metropolitan,2017,600000,Nelson,VB,Niddrie
Western Metropolitan,2017,365000,Brad,VB,Niddrie
South-Eastern Metropolitan,2017,571000,C21,SP,Noble Park
South-Eastern Metropolitan,2017,489000,C21,S,Noble Park
South-Eastern Metropolitan,2017,630000,iSell,S,Noble Park
Northern Metropolitan,2017,330000,Alexkarbon,S,North Melbourne
Northern Metropolitan,2017,687000,Alexkarbon,PI,North Melbourne
Northern Metropolitan,2017,1405000,Nelson,S,North Melbourne
Northern Metropolitan,2017,1290000,Jellis,S,Northcote
Northern Metropolitan,2017,1500000,Nelson,VB,Northcote
Northern Metropolitan,2017,1701000,Jellis,S,Northcote
Northern Metropolitan,2017,1225000,Nelson,S,Northcote
Northern Metropolitan,2017,410000,Harcourts,S,Northcote
Northern Metropolitan,2017,1410000,Haughton,S,Northcote
Northern Metropolitan,2017,1900000,McGrath,SP,Northcote
Northern Metropolitan,2017,1295000,McGrath,PI,Northcote
Northern Metropolitan,2017,1020000,Haughton,S,Northcote
Northern Metropolitan,2017,989000,McGrath,SP,Northcote
Northern Metropolitan,2017,960000,Woodards,S,Northcote
Northern Metropolitan,2017,1900000,McGrath,SP,Northcote
Northern Metropolitan,2017,2025000,McGrath,S,Northcote
Northern Metropolitan,2017,1205000,Woodards,S,Northcote
Southern Metropolitan,2017,925000,Biggin,S,Notting Hill
Eastern Metropolitan,2017,1700000,Jellis,PI,Nunawading
Northern Metropolitan,2017,891000,Barry,S,Oak Park
Southern Metropolitan,2017,1050000,Ray,S,Oakleigh
Southern Metropolitan,2017,1160000,Barry,PI,Oakleigh
South-Eastern Metropolitan,2017,1021000,Buxton,S,Oakleigh South
South-Eastern Metropolitan,2017,1050000,Ray,PI,Oakleigh South
South-Eastern Metropolitan,2017,1080000,Buxton,SP,Oakleigh South
Southern Metropolitan,2017,1092500,Buxton,S,Ormond
Eastern Victoria,2017,502500,Barry,SP,Pakenham
South-Eastern Metropolitan,2017,1206000,Hodges,S,Parkdale
Northern Metropolitan,2017,350000,Jellis,S,Parkville
Northern Metropolitan,2017,3700000,Nelson,VB,Parkville
Northern Metropolitan,2017,750000,Nelson,PI,Pascoe Vale
Northern Metropolitan,2017,540000,Walshe,PI,Pascoe Vale
Northern Metropolitan,2017,776000,Hodges,S,Pascoe Vale
Northern Metropolitan,2017,743000,Woodards,S,Pascoe Vale
Northern Metropolitan,2017,480000,Nelson,VB,Pascoe Vale
Western Metropolitan,2017,521000,YPA,S,Plumpton
Western Metropolitan,2017,665000,hockingstuart,S,Point Cook
Western Metropolitan,2017,682000,Ray,SP,Point Cook
Southern Metropolitan,2017,1410000,Marshall,S,Port Melbourne
Southern Metropolitan,2017,1250000,Greg,VB,Port Melbourne
Southern Metropolitan,2017,1650000,RT,PI,Port Melbourne
Southern Metropolitan,2017,1250000,Cayzer,PI,Port Melbourne
Southern Metropolitan,2017,1400000,Greg,VB,Port Melbourne
Southern Metropolitan,2017,780000,hockingstuart,S,Prahran
Southern Metropolitan,2017,2340000,Jellis,S,Prahran
Southern Metropolitan,2017,475000,hockingstuart,VB,Prahran
Southern Metropolitan,2017,2925000,Marshall,S,Prahran
Southern Metropolitan,2017,1120000,Jellis,S,Prahran
Southern Metropolitan,2017,3250000,Kay,SP,Prahran
Northern Metropolitan,2017,665000,Nelson,S,Preston
Northern Metropolitan,2017,985000,Nelson,VB,Preston
Northern Metropolitan,2017,860000,Nelson,VB,Preston
Northern Metropolitan,2017,820000,Purplebricks,S,Preston
Northern Metropolitan,2017,310000,Woodards,SP,Preston
Northern Metropolitan,2017,1380000,Ray,S,Preston
Northern Metropolitan,2017,1045000,Ray,S,Preston
Northern Metropolitan,2017,1585000,McGrath,S,Preston
Northern Metropolitan,2017,1252500,Woodards,S,Princes Hill
Northern Metropolitan,2017,957000,Woodards,S,Princes Hill
Northern Metropolitan,2017,665000,Ray,S,Reservoir
Northern Metropolitan,2017,555000,Barry,PI,Reservoir
Northern Metropolitan,2017,650000,Love,S,Reservoir
Northern Metropolitan,2017,1210000,Love,S,Reservoir
Northern Metropolitan,2017,850000,Love,S,Reservoir
Northern Metropolitan,2017,550000,Barry,SP,Reservoir
Northern Metropolitan,2017,675000,Barry,SP,Reservoir
Northern Metropolitan,2017,750000,Stockdale,PI,Reservoir
Northern Metropolitan,2017,780000,Barry,PI,Reservoir
Northern Metropolitan,2017,650000,Ray,S,Reservoir
Northern Metropolitan,2017,300000,Barry,PI,Reservoir
Northern Metropolitan,2017,715000,HAR,SA,Reservoir
Northern Metropolitan,2017,770000,Barry,SP,Reservoir
Northern Metropolitan,2017,1324000,Greg,S,Richmond
Northern Metropolitan,2017,401000,Biggin,SP,Richmond
Northern Metropolitan,2017,951000,Jellis,SP,Richmond
Northern Metropolitan,2017,281200,Purplebricks,S,Richmond
Northern Metropolitan,2017,1260000,Biggin,S,Richmond
Northern Metropolitan,2017,1101000,RT,S,Richmond
Northern Metropolitan,2017,408000,Biggin,S,Richmond
Eastern Metropolitan,2017,808000,Carter,S,Ringwood
Eastern Metropolitan,2017,1150000,@Realty,PI,Ringwood
Eastern Metropolitan,2017,850000,Philip,SA,Ringwood
Eastern Metropolitan,2017,893500,RW,S,Ringwood
Eastern Metropolitan,2017,1050000,Jellis,S,Ringwood
Eastern Metropolitan,2017,1204000,Carter,S,Ringwood
Eastern Metropolitan,2017,950000,Barry,PI,Ringwood North
Eastern Metropolitan,2017,865000,Philip,SA,Ringwood North
Eastern Metropolitan,2017,1530000,Miles,VB,Rosanna
Eastern Metropolitan,2017,1100000,Miles,SP,Rosanna
South-Eastern Metropolitan,2017,1001000,Harcourts,S,Rowville
Northern Metropolitan,2017,680000,Max,PI,Roxburgh Park
Northern Metropolitan,2017,640000,HAR,S,Roxburgh Park
Northern Metropolitan,2017,563500,HAR,S,Roxburgh Park
Northern Metropolitan,2017,373500,RW,S,Roxburgh Park
Northern Metropolitan,2017,520000,Raine,S,Roxburgh Park
Northern Metropolitan,2017,531000,Raine,S,Roxburgh Park
Northern Metropolitan,2017,591000,FN,S,Roxburgh Park
Western Metropolitan,2017,920000,Village,SP,Seddon
Western Metropolitan,2017,1220000,hockingstuart,S,Seddon
Western Metropolitan,2017,970000,Village,S,Seddon
Southern Metropolitan,2017,1150000,Marshall,VB,South Melbourne
Southern Metropolitan,2017,703000,RT,S,South Melbourne
Northern Metropolitan,2017,630000,Buckingham,PI,South Morang
Northern Metropolitan,2017,635000,Love,PI,South Morang
Northern Metropolitan,2017,810000,Stockdale,S,South Morang
Northern Metropolitan,2017,637500,RW,S,South Morang
Northern Metropolitan,2017,652000,Ray,SP,South Morang
Southern Metropolitan,2017,1160000,Marshall,S,South Yarra
Southern Metropolitan,2017,1075000,Jellis,S,South Yarra
Southern Metropolitan,2017,535000,Kay,S,South Yarra
Southern Metropolitan,2017,750000,Jellis,PI,South Yarra
Southern Metropolitan,2017,2261000,RT,S,South Yarra
Southern Metropolitan,2017,1600000,Marshall,VB,South Yarra
Southern Metropolitan,2017,585000,RT,S,Southbank
South-Eastern Metropolitan,2017,738000,Noel,S,Springvale
South-Eastern Metropolitan,2017,833000,Harcourts,SP,Springvale South
Western Metropolitan,2017,840000,YPA,SP,St Albans
Western Metropolitan,2017,622000,Ray,S,St Albans
Western Metropolitan,2017,655000,Barry,S,St Albans
Southern Metropolitan,2017,435000,hockingstuart,S,St Kilda
Southern Metropolitan,2017,663000,hockingstuart,S,St Kilda
Southern Metropolitan,2017,580000,hockingstuart,S,St Kilda
Southern Metropolitan,2017,333000,Wilson,S,St Kilda
Western Metropolitan,2017,677500,Nelson,S,Strathmore
Western Metropolitan,2017,1300000,Brad,VB,Strathmore
Western Metropolitan,2017,1240000,Barry,SA,Strathmore
Western Metropolitan,2017,1210000,Barry,S,Strathmore
Western Metropolitan,2017,468000,Brad,PI,Sunbury
Western Metropolitan,2017,420000,YPA,SP,Sunbury
Western Metropolitan,2017,540000,Raine,SP,Sunbury
